Player,Year,Date,Home.Away,Opp,Opp Division,Rslt,Days.Rested,IP,ER,SO,BF,Pit,Str,aLI,RE24,Team.W.L,Num.W.L
Carlos Carrasco,2016,Aug 17,Home,CHW,AL Central,L7-10,4,6.2,4,11,27,98,69,0.98,-1.37,L,0
Carlos Carrasco,2016,Aug 22,Away,OAK,AL West,W1-0,4,8,0,9,28,99,69,1.06,3.9,W,1
Carlos Carrasco,2016,Aug 27,Away,TEX,AL West,L0-7,4,4,3,8,23,93,59,0.65,-4.83,L,0
Carlos Carrasco,2016,Sep 2,Home,MIA,NL East,W6-2,5,7.1,0,11,29,108,76,0.53,4.14,W,1
Carlos Carrasco,2016,Sep 7,Home,HOU,AL West,W6-5,4,7.1,4,5,31,100,66,0.98,0.71,W,1
Carlos Carrasco,2016,Sep 12,Away,CHW,AL Central,L4-11,4,3.2,4,2,20,84,57,1.21,-3.37,L,0
Carlos Carrasco,2016,Sep 17,Home,DET,AL Central,W1-0,4,0,0,0,1,2,1,0.87,-0.4,W,1
Trevor Bauer,2016,Apr 30,Away,PHI,NL East,L3-4,5,4,3,4,19,78,49,0.71,-2.38,L,0
Trevor Bauer,2016,May 5,Home,DET,AL Central,W9-4,4,5.2,3,4,23,106,63,0.9,-0.02,W,1
Trevor Bauer,2016,May 10,Away,HOU,AL West,W4-0,4,7,0,7,26,104,60,1.08,3.34,W,1
Trevor Bauer,2016,May 15,Home,MIN,AL Central,L1-5,4,6.2,3,8,26,113,70,0.7,0.63,L,0
Trevor Bauer,2016,May 21,Away,BOS,AL East,L1-9,5,5,4,0,26,98,58,0.87,-2.32,L,0
Trevor Bauer,2016,May 27,Home,BAL,AL East,L4-6,5,6,3,4,28,103,65,1.03,0.32,L,0
Trevor Bauer,2016,Jun 1,Home,TEX,AL West,W5-4,4,7,3,6,28,105,64,1.29,0.88,W,1
Trevor Bauer,2016,Jun 6,Away,SEA,AL West,W3-1,4,7.2,1,10,29,109,73,1.08,2.68,W,1
Trevor Bauer,2016,Jun 11,Away,LAA,AL West,L3-4,4,8,2,3,33,106,70,0.92,0.86,L,0
Trevor Bauer,2016,Jun 17,Home,CHW,AL Central,W3-2,5,7,1,9,27,115,71,1.07,2.88,W,1
Trevor Bauer,2016,Jun 22,Home,TBR,AL East,W6-1,4,9,1,10,30,113,75,0.59,3.98,W,1
Trevor Bauer,2016,Jun 27,Away,ATL,NL East,W8-3,4,6,2,5,25,100,59,1.11,0.91,W,1
Trevor Bauer,2016,Jul 7,Home,NYY,AL East,L4-5,5,5.2,5,4,27,89,59,1.33,-1.02,L,0
Trevor Bauer,2016,Jul 16,Away,MIN,AL Central,L4-5,8,6,3,6,29,116,72,1.46,0.05,L,0
Trevor Bauer,2016,Jul 22,Away,BAL,AL East,L1-5,5,4,5,5,21,82,48,0.59,-3.32,L,0
Trevor Bauer,2016,Jul 29,Home,OAK,AL West,W5-3,6,5.1,2,4,25,104,59,0.85,-0.64,W,1
Trevor Bauer,2016,Aug 3,Home,MIN,AL Central,L5-13,4,2.2,7,1,21,80,45,1.23,-6.59,L,0
Trevor Bauer,2016,Aug 9,Away,WSN,NL East,W3-1,5,6.1,0,4,26,92,57,1.18,2.88,W,1
Trevor Bauer,2016,Aug 14,Home,LAA,AL West,W5-4,4,6,4,4,24,94,61,0.72,-0.68,W,1
Trevor Bauer,2016,Aug 19,Home,TOR,AL East,W3-2,4,8,2,13,30,110,73,0.71,2.43,W,1
Trevor Bauer,2016,Aug 24,Away,OAK,AL West,L1-5,4,6.2,3,3,31,111,70,0.47,-1.81,L,0
Trevor Bauer,2016,Aug 29,Home,MIN,AL Central,W1-0,4,6,0,4,23,97,61,1.1,3.32,W,1
Trevor Bauer,2016,Sep 3,Home,MIA,NL East,W8-3,4,8.1,3,4,30,103,68,0.76,1.41,W,1
Trevor Bauer,2016,Sep 8,Home,HOU,AL West,W10-7,4,5,5,2,23,79,43,0.8,-2.23,W,1
Trevor Bauer,2016,Sep 13,Away,CHW,AL Central,L1-8,4,5.1,6,7,24,81,54,1.16,-1.97,L,0
Trevor Bauer,2016,Sep 18,Home,DET,AL Central,L5-9,4,5.2,6,5,30,101,65,1.4,-3.14,L,0
Trevor Bauer,2016,Sep 23,Home,CHW,AL Central,W10-4,4,7.2,4,6,30,110,74,0.69,-0.04,W,1
Trevor Bauer,2016,Oct 1,Away,KCR,AL Central,W6-3,7,6,3,9,26,96,62,1.35,0.11,W,1
Corey Kluber,2016,Apr 5,Home,BOS,AL East,L2-6,99,5.1,4,5,27,96,64,1.07,-1.64,L,0
Corey Kluber,2016,Apr 12,Away,TBR,AL East,L1-5,6,7.2,3,6,28,109,72,1.23,0.76,L,0
Corey Kluber,2016,Apr 17,Home,NYM,NL East,L0-6,4,6,6,8,28,95,62,0.47,-2.68,L,0
Corey Kluber,2016,Apr 23,Away,DET,AL Central,W10-1,5,8,1,10,26,100,64,0.24,3.06,W,1
Corey Kluber,2016,Apr 29,Away,PHI,NL East,L3-4,5,7,2,6,25,90,61,1.23,0.44,L,0
Corey Kluber,2016,May 4,Home,DET,AL Central,W4-0,4,9,0,7,32,111,77,0.86,4.98,W,1
Corey Kluber,2016,May 9,Away,HOU,AL West,L1-7,4,2.2,5,3,16,54,31,0.87,-4.05,L,0
Corey Kluber,2016,May 14,Home,MIN,AL Central,L3-6,4,6.2,4,7,30,110,66,1.1,-0.37,L,0
Corey Kluber,2016,May 20,Away,BOS,AL East,W4-2,5,7,2,6,28,105,66,0.93,1.77,W,1
Corey Kluber,2016,May 25,Away,CHW,AL Central,W4-3,4,7.1,1,9,30,106,76,1.11,2.39,W,1
Corey Kluber,2016,May 31,Home,TEX,AL West,L3-7,5,7,6,6,29,105,77,0.73,-1.76,L,0
Corey Kluber,2016,Jun 5,Home,KCR,AL Central,W7-0,4,6,0,6,21,82,55,0.79,3.32,W,1
Corey Kluber,2016,Jun 10,Away,LAA,AL West,W6-2,4,9,2,8,31,114,73,0.49,2.34,W,1
Corey Kluber,2016,Jun 15,Away,KCR,AL Central,L4-9,4,5,5,7,27,97,67,0.86,-4.76,L,0
Corey Kluber,2016,Jun 21,Home,TBR,AL East,W6-0,5,9,0,9,32,115,72,0.68,4.98,W,1
Corey Kluber,2016,Jun 28,Away,ATL,NL East,W5-3,6,8,2,7,26,87,64,1.25,1.88,W,1
Corey Kluber,2016,Jul 3,Away,TOR,AL East,L1-17,4,3.1,5,4,22,95,53,0.74,-3.35,L,0
Corey Kluber,2016,Jul 8,Home,NYY,AL East,W10-2,4,8,1,8,28,96,68,0.42,3.43,W,1
Corey Kluber,2016,Jul 18,Away,KCR,AL Central,L3-7,9,7,0,8,27,95,62,1.17,3.63,L,0
Corey Kluber,2016,Jul 24,Away,BAL,AL East,L3-5,5,7,3,8,28,101,67,0.96,0.63,L,0
Corey Kluber,2016,Jul 31,Home,OAK,AL West,W8-0,6,7,0,7,27,103,67,0.47,3.88,W,1
Corey Kluber,2016,Aug 6,Away,NYY,AL East,W5-2,5,8,1,8,27,100,67,0.99,2.19,W,1
Corey Kluber,2016,Aug 11,Home,LAA,AL West,W14-4,4,6,3,3,23,87,55,0.34,0.32,W,1
Corey Kluber,2016,Aug 16,Home,CHW,AL Central,W3-1,4,6,1,7,26,112,72,1.08,2.32,W,1
Corey Kluber,2016,Aug 21,Home,TOR,AL East,W3-2,4,6.2,2,8,29,113,71,0.79,1.07,W,1
Corey Kluber,2016,Aug 26,Away,TEX,AL West,W12-1,4,6,1,7,24,113,75,1.07,2.26,W,1
Corey Kluber,2016,Aug 31,Home,MIN,AL Central,W8-4,4,8,3,11,31,109,72,0.57,1.43,W,1
Corey Kluber,2016,Sep 6,Home,HOU,AL West,L3-4,5,7,4,9,28,112,73,0.61,-0.12,L,0
Corey Kluber,2016,Sep 11,Away,MIN,AL Central,W7-1,4,7,0,10,30,114,73,0.66,2.56,W,1
Corey Kluber,2016,Sep 16,Home,DET,AL Central,W11-4,4,7,4,7,30,101,68,0.93,-0.12,W,1
Corey Kluber,2016,Sep 21,Home,KCR,AL Central,W4-3,4,6.1,2,9,26,102,68,1.06,1.15,W,1
Corey Kluber,2016,Sep 26,Away,DET,AL Central,W7-4,4,4,2,3,18,60,39,1.26,0.03,W,1
Josh Tomlin,2016,Apr 16,Home,NYM,NL East,W7-5,99,5,1,6,19,76,50,0.76,1.77,W,1
Josh Tomlin,2016,Apr 22,Away,DET,AL Central,W2-1,5,6.2,1,4,25,85,56,1.21,2.23,W,1
Josh Tomlin,2016,Apr 27,Away,MIN,AL Central,W6-5,4,5.1,4,1,23,65,44,0.96,-2.22,W,1
Josh Tomlin,2016,May 3,Home,DET,AL Central,W7-3,5,6,2,5,26,105,64,0.85,1.32,W,1
Josh Tomlin,2016,May 8,Home,KCR,AL Central,W5-4,4,6,4,3,24,81,53,0.87,-0.31,W,1
Josh Tomlin,2016,May 13,Home,MIN,AL Central,W7-6,4,6.1,3,4,26,103,66,0.88,-0.42,W,1
Josh Tomlin,2016,May 19,Away,CIN,NL Central,W7-2,5,7.2,2,7,29,99,73,0.68,1.64,W,1
Josh Tomlin,2016,May 24,Away,CHW,AL Central,W6-2,4,8,2,6,29,99,76,0.63,1.9,W,1
Josh Tomlin,2016,May 30,Home,TEX,AL West,L2-9,5,3.2,4,1,22,76,48,0.69,-4.32,L,0
Josh Tomlin,2016,Jun 4,Home,KCR,AL Central,W7-1,4,6.1,1,4,27,100,69,1.09,1.91,W,1
Josh Tomlin,2016,Jun 9,Away,SEA,AL West,W5-3,4,6.1,2,4,26,100,70,0.85,0.9,W,1
Josh Tomlin,2016,Jun 14,Away,KCR,AL Central,L2-3,4,7,1,5,28,96,64,1.4,2.63,L,0
Josh Tomlin,2016,Jun 20,Home,TBR,AL East,W7-4,5,7,3,3,27,101,72,0.79,-0.12,W,1
Josh Tomlin,2016,Jun 26,Away,DET,AL Central,W9-3,5,8,3,3,31,105,72,0.58,1.06,W,1
Josh Tomlin,2016,Jul 1,Away,TOR,AL East,W2-1,4,6,1,8,26,99,64,1.53,2.11,W,1
Josh Tomlin,2016,Jul 6,Home,DET,AL Central,L2-12,4,4.2,5,4,23,83,57,0.96,-5.35,L,0
Josh Tomlin,2016,Jul 17,Away,MIN,AL Central,W6-1,10,7.2,1,4,31,107,74,0.92,2.74,W,1
Josh Tomlin,2016,Jul 23,Away,BAL,AL East,L2-5,5,6,4,8,24,97,71,0.53,-0.89,L,0
Josh Tomlin,2016,Jul 30,Home,OAK,AL West,W6-3,6,7,2,7,28,103,69,0.84,1.88,W,1
Josh Tomlin,2016,Aug 5,Away,NYY,AL East,L7-13,5,4.2,7,2,25,93,53,0.65,-4.72,L,0
Josh Tomlin,2016,Aug 10,Away,WSN,NL East,L4-7,4,4,7,4,21,77,52,1.16,-4.45,L,0
Josh Tomlin,2016,Aug 15,Home,BOS,AL East,L2-3,4,7.2,3,3,29,104,74,0.98,1.31,L,0
Josh Tomlin,2016,Aug 20,Home,TOR,AL East,L5-6,4,4.1,6,5,23,85,55,0.83,-3.8,L,0
Josh Tomlin,2016,Aug 25,Away,TEX,AL West,L0-9,4,4.1,7,5,22,81,53,0.58,-5.57,L,0
Josh Tomlin,2016,Aug 30,Home,MIN,AL Central,W5-4,4,1.2,4,2,12,41,28,1.12,-3.36,W,1
Josh Tomlin,2016,Sep 14,Away,CHW,AL Central,W6-1,8,5,1,2,19,72,50,0.88,1.44,W,1
Josh Tomlin,2016,Sep 20,Home,KCR,AL Central,W2-1,5,6.2,1,3,24,84,52,1.1,2.49,W,1
Josh Tomlin,2016,Sep 25,Home,CHW,AL Central,L0-3,4,6.2,1,1,26,94,70,1.12,1.24,L,0
Josh Tomlin,2016,Oct 2,Away,KCR,AL Central,W3-2,6,7.1,2,3,27,88,64,1.2,1.87,W,1
Cody Anderson,2015,Jun 21,Home,TBR,AL East,W1-0,99,7.2,0,4,29,94,61,1.32,3.8,W,1
Cody Anderson,2015,Jun 29,Away,TBR,AL East,W7-1,7,8,1,2,26,100,68,1.04,2.73,W,1
Cody Anderson,2015,Jul 4,Away,PIT,NL Central,L0-1,4,8,1,4,29,92,67,1.01,2.68,L,0
Cody Anderson,2015,Jul 9,Home,HOU,AL West,W3-1,4,6.2,1,1,23,79,49,1,2.54,W,1
Cody Anderson,2015,Jul 22,Away,MIL,NL Central,W7-5,12,2.2,4,1,18,66,48,0.82,-3.02,W,1
Cody Anderson,2015,Jul 27,Home,KCR,AL Central,L4-9,4,5.2,7,2,28,81,54,0.53,-4.24,L,0
Cody Anderson,2015,Aug 1,Away,OAK,AL Central,L1-5,4,6.2,3,4,26,100,64,0.92,-0.79,L,0
Cody Anderson,2015,Aug 7,Home,MIN,AL Central,L9-10,5,2.2,6,2,14,48,32,1.2,-3.67,L,0
Cody Anderson,2015,Aug 26,Home,MIL,NL Central,W6-2,18,4.1,2,4,17,76,47,0.67,0.4,W,1
Cody Anderson,2015,Sep 1,Away,TOR,AL East,L3-5,5,6,2,2,23,83,51,0.84,1.01,L,0
Cody Anderson,2015,Sep 6,Away,DET,AL Central,W4-0,4,7,0,3,23,92,58,1.07,3.38,W,1
Cody Anderson,2015,Sep 13(1),Home,DET,AL Central,W7-2,6,5.2,2,3,24,93,64,1.05,1.02,W,1
Cody Anderson,2015,Sep 18,Home,CHW,AL Central,W12-1,4,6.2,1,6,30,101,66,0.89,2.41,W,1
Cody Anderson,2015,Sep 24,Away,MIN,AL Central,W6-3,5,6.2,1,4,28,92,67,0.46,1.92,W,1
Cody Anderson,2015,Sep 30(2),Home,MIN,AL Central,W10-2,5,7,0,2,27,97,60,0.41,3.65,W,1
Danny Salazar,2015,Apr 18,Away,MIN,AL Central,W4-2,99,6,2,10,24,105,67,1.26,0.92,W,1
Danny Salazar,2015,Apr 24,Away,DET,AL Central,W13-1,5,7,1,11,31,115,74,0.74,2.38,W,1
Danny Salazar,2015,Apr 29,Home,KCR,AL Central,W7-5,4,6,4,7,25,96,65,1,-0.87,W,1
Danny Salazar,2015,May 5,Away,KCR,AL Central,L3-5,5,7,4,9,27,115,71,0.78,-0.45,L,0
Danny Salazar,2015,May 10,Home,MIN,AL Central,W8-2,4,7,1,11,22,102,71,0.48,2.65,W,1
Danny Salazar,2015,May 16,Away,TEX,AL West,W10-8,5,4.2,5,4,24,81,56,1.13,-3.68,W,1
Danny Salazar,2015,May 21,Away,CHW,AL Central,W5-2,4,6,0,8,25,107,75,0.77,2.8,W,1
Danny Salazar,2015,May 26,Home,TEX,AL West,L3-4,4,5.2,3,6,27,109,70,1.05,-0.24,L,0
Danny Salazar,2015,May 31,Away,SEA,AL West,W6-3,4,5.1,3,5,24,98,58,0.98,-0.72,W,1
Danny Salazar,2015,Jun 6,Home,BAL,AL East,W2-1,5,7,1,10,26,109,72,1.12,2.26,W,1
Danny Salazar,2015,Jun 12,Away,DET,AL Central,L0-4,5,7,3,6,27,106,71,0.97,0.38,L,0
Danny Salazar,2015,Jun 18,Home,CHC,NL Central,W4-3,5,4.2,2,4,21,85,53,1.1,-1.18,W,1
Danny Salazar,2015,Jun 23,Home,DET,AL Central,L3-7,4,4.1,6,8,23,99,56,1.27,-3.33,L,0
Danny Salazar,2015,Jun 30,Away,TBR,AL East,W6-2,6,7.2,1,2,27,109,64,0.8,1.42,W,1
Danny Salazar,2015,Jul 5,Away,PIT,NL Central,L3-5,4,4.2,5,7,21,88,59,1.29,-3.01,L,0
Danny Salazar,2015,Jul 10,Home,OAK,AL West,W5-1,4,8.2,0,8,32,113,78,0.91,3.24,W,1
Danny Salazar,2015,Jul 21,Away,MIL,NL Central,L1-8,10,6,3,8,24,91,62,0.46,-0.22,L,0
Danny Salazar,2015,Jul 26,Home,CHW,AL Central,L1-2,4,6.2,2,8,29,113,75,0.98,2.2,L,0
Danny Salazar,2015,Jul 31,Away,OAK,AL West,W2-1,4,8,0,4,27,111,76,0.98,2.78,W,1
Danny Salazar,2015,Aug 5,Away,LAA,AL West,L3-4,4,6,1,7,23,107,71,1.14,1.74,L,0
Danny Salazar,2015,Aug 12,Home,NYY,AL East,W2-1,6,7.1,1,8,29,110,66,1.3,2.24,W,1
Danny Salazar,2015,Aug 17,Away,BOS,AL East,W8-2,4,7,1,5,25,108,74,0.5,2.65,W,1
Danny Salazar,2015,Aug 22,Away,NYY,AL East,L2-6,4,4.2,4,6,23,100,68,0.52,-2.77,L,0
Danny Salazar,2015,Aug 31,Away,TOR,AL East,W4-2,8,7,2,10,27,103,63,1.05,1.51,W,1
Danny Salazar,2015,Sep 5,Away,DET,AL Central,L0-6,4,3.2,6,1,19,76,45,0.7,-3.43,L,0
Danny Salazar,2015,Sep 10,Home,DET,AL Central,W7-5,4,6.1,3,3,27,94,66,1.26,1.05,W,1
Danny Salazar,2015,Sep 16,Home,KCR,AL Central,W5-1,5,7,1,6,27,102,65,0.65,2.65,W,1
Danny Salazar,2015,Sep 22,Away,MIN,AL Central,L1-3,5,6,3,4,27,102,67,0.64,-0.08,L,0
Danny Salazar,2015,Sep 27,Away,KCR,AL Central,L0-3,4,5.1,2,3,23,102,61,0.85,0.77,L,0
Danny Salazar,2015,Oct 4,Home,BOS,AL East,W3-1,6,5.1,1,6,21,92,61,1.05,1.85,W,1
Carlos Carrasco,2015,Apr 8,Away,HOU,AL West,W2-0,99,6.1,0,10,23,88,60,1.2,3.06,W,1
Carlos Carrasco,2015,Apr 14,Home,CHW,AL Central,L1-4,5,0,2,0,2,8,6,1.15,-1,L,0
Carlos Carrasco,2015,Apr 21,Away,CHW,AL Central,W6-2,6,5,1,8,18,60,46,0.95,1.33,W,1
Carlos Carrasco,2015,Apr 26,Away,DET,AL Central,L6-8,4,4.1,5,5,24,91,53,1.03,-4.14,L,0
Carlos Carrasco,2015,May 1,Home,TOR,AL East,W9-4,4,6,4,6,25,101,63,1.01,-0.87,W,1
Carlos Carrasco,2015,May 6,Away,KCR,AL Central,W10-3,4,7,3,6,28,98,65,0.68,0.55,W,1
Carlos Carrasco,2015,May 12,Home,STL,NL Central,L3-8,5,6.2,4,7,31,104,73,0.83,-0.68,L,0
Carlos Carrasco,2015,May 17,Away,TEX,AL West,L1-5,4,8,5,9,32,114,77,0.6,-0.91,L,0
Carlos Carrasco,2015,May 22,Home,CIN,NL Central,W7-3,4,6,2,7,23,110,70,0.93,1.13,W,1
Carlos Carrasco,2015,May 27,Home,TEX,AL West,W12-3,4,8,1,8,28,105,70,0.47,3.17,W,1
Carlos Carrasco,2015,Jun 2,Away,KCR,AL Central,W2-1,5,7,1,8,28,104,73,1.17,2.55,W,1
Carlos Carrasco,2015,Jun 7,Home,BAL,AL East,L3-7,4,4,5,3,22,83,52,1.08,-2.84,L,0
Carlos Carrasco,2015,Jun 13,Away,DET,AL Central,W5-4,5,5.2,3,8,26,99,73,1.07,-0.21,W,1
Carlos Carrasco,2015,Jun 19,Home,TBR,AL East,L1-4,5,6.2,3,5,27,105,70,0.88,0.2,L,0
Carlos Carrasco,2015,Jun 24,Home,DET,AL Central,W8-2,4,8,2,7,28,105,77,0.69,2.17,W,1
Carlos Carrasco,2015,Jul 1,Away,TBR,AL East,W8-1,6,8.2,1,13,29,124,83,0.33,2.72,W,1
Carlos Carrasco,2015,Jul 6,Home,HOU,AL West,L4-9,4,4,5,5,21,84,55,0.71,-2.92,L,0
Carlos Carrasco,2015,Jul 11,Home,OAK,AL West,L4-5,4,7,2,7,26,103,69,1.14,1.65,L,0
Carlos Carrasco,2015,Jul 19,Away,CIN,NL Central,W5-3,7,6,1,6,22,73,49,1.04,1.79,W,1
Carlos Carrasco,2015,Jul 25,Home,CHW,AL Central,L3-10,5,4,6,5,20,85,55,0.6,-3.92,L,0
Carlos Carrasco,2015,Jul 30,Away,OAK,AL West,W3-1,4,9,1,7,30,103,72,1,3.25,W,1
Carlos Carrasco,2015,Aug 4,Away,LAA,AL West,W2-0,4,9,0,7,29,100,68,1.23,4.12,W,1
Carlos Carrasco,2015,Aug 11,Home,NYY,AL East,W5-4,6,8,2,8,27,104,69,1.1,2.17,W,1
Carlos Carrasco,2015,Aug 16,Away,MIN,AL Central,L1-4,4,7,2,7,30,100,69,0.97,1.41,L,0
Carlos Carrasco,2015,Aug 21,Away,NYY,AL East,W7-3,4,6.2,1,11,26,108,81,0.91,2.01,W,1
Carlos Carrasco,2015,Sep 8,Away,CHW,AL Central,L4-7,17,2.2,4,5,15,58,36,0.61,-3.02,L,0
Carlos Carrasco,2015,Sep 14,Home,KCR,AL Central,W8-3,5,6,1,9,23,82,56,0.93,2.13,W,1
Carlos Carrasco,2015,Sep 19,Home,CHW,AL Central,L3-4,4,5,2,9,22,102,70,1.17,-1.4,L,0
Carlos Carrasco,2015,Sep 25,Away,KCR,AL Central,W6-0,5,9,0,15,29,113,78,0.61,4.56,W,1
Carlos Carrasco,2015,Sep 30(1),Home,MIN,AL Central,L1-7,4,3,5,5,16,63,45,0.8,-4.44,L,0
Trevor Bauer,2015,Apr 9,Away,HOU,AL West,W5-1,99,6,0,11,23,111,65,0.97,2.83,W,1
Trevor Bauer,2015,Apr 15,Home,CHW,AL Central,W4-2,5,6,2,8,26,103,66,1.25,1.13,W,1
Trevor Bauer,2015,Apr 20,Away,CHW,AL Central,L3-4,4,7,0,7,26,104,64,1.13,3.27,L,0
Trevor Bauer,2015,Apr 28,Home,KCR,AL Central,L5-11,7,6,3,2,24,90,54,1.11,0.13,L,0
Trevor Bauer,2015,May 3,Home,TOR,AL East,W10-7,4,4.1,6,1,25,90,51,1.24,-4.33,W,1
Trevor Bauer,2015,May 8,Home,MIN,AL Central,L3-9,4,5,5,5,23,81,54,0.91,-2.02,L,0
Trevor Bauer,2015,May 14,Home,STL,NL Central,L1-2,5,7.1,1,10,28,110,67,1.25,3.63,L,0
Trevor Bauer,2015,May 19,Away,CHW,AL Central,W3-1,4,7.1,1,7,29,112,68,1.44,2.24,W,1
Trevor Bauer,2015,May 24,Home,CIN,NL Central,W5-2,4,7.2,1,4,29,107,67,0.85,2.8,W,1
Trevor Bauer,2015,May 29,Away,SEA,AL West,L1-2,4,7,2,10,28,113,68,1.01,1.23,L,0
Trevor Bauer,2015,Jun 4,Away,KCR,AL Central,W6-2,5,6.2,2,5,28,102,62,0.92,1.31,W,1
Trevor Bauer,2015,Jun 10,Home,SEA,AL West,L3-9,5,3.2,6,5,20,86,49,0.95,-4.25,L,0
Trevor Bauer,2015,Jun 16,Away,CHC,NL Central,W6-0,5,7,0,7,27,108,65,0.89,3.19,W,1
Trevor Bauer,2015,Jun 22,Home,DET,AL Central,L5-8,5,3,7,3,22,88,47,1.29,-5.78,L,0
Trevor Bauer,2015,Jun 28(1),Away,BAL,AL East,L0-4,5,7,4,5,27,102,67,0.64,-0.52,L,0
Trevor Bauer,2015,Jul 3,Away,PIT,NL Central,W5-2,4,6.1,2,3,22,74,48,1.06,0.73,W,1
Trevor Bauer,2015,Jul 8,Home,HOU,AL West,W4-2,4,8,2,9,30,108,75,1.07,2.17,W,1
Trevor Bauer,2015,Jul 17,Away,CIN,NL Central,L1-6,8,4,5,5,22,83,52,0.85,-3.14,L,0
Trevor Bauer,2015,Jul 23,Home,CHW,AL Central,L1-8,5,6,6,9,26,97,64,0.62,-2.26,L,0
Trevor Bauer,2015,Jul 28,Home,KCR,AL Central,L1-2,4,9,2,6,32,112,78,1.25,2.69,L,0
Trevor Bauer,2015,Aug 2,Away,OAK,AL West,L1-2,4,6.2,1,6,27,114,65,1.23,2.09,L,0
Trevor Bauer,2015,Aug 8,Home,MIN,AL Central,W17-4,5,6.1,4,8,27,110,64,0.48,-0.89,W,1
Trevor Bauer,2015,Aug 13,Home,NYY,AL East,L6-8,4,3.1,6,1,20,70,42,0.82,-4.61,L,0
Trevor Bauer,2015,Aug 18,Away,BOS,AL East,L1-9,4,1.2,5,1,12,52,31,0.98,-4.29,L,0
Trevor Bauer,2015,Aug 23,Away,NYY,AL East,W4-3,4,6.1,1,7,27,109,60,1.24,1.92,W,1
Trevor Bauer,2015,Aug 28,Home,LAA,AL West,W3-1,4,8,1,7,27,101,62,1.09,3.17,W,1
Trevor Bauer,2015,Sep 2,Away,TOR,AL East,L1-5,4,1.1,5,2,11,44,26,1.14,-3.68,L,0
Trevor Bauer,2015,Sep 7,Away,CHW,AL Central,W3-2,4,7,2,6,29,103,57,1.19,1.27,W,1
Trevor Bauer,2015,Sep 13(2),Home,DET,AL Central,L2-9,5,3,6,5,19,77,47,1.47,-4.44,L,0
Trevor Bauer,2015,Oct 1,Home,MIN,AL Central,L2-4,11,7,1,3,24,92,54,0.96,2.65,L,0
Corey Kluber,2015,Apr 6,Away,HOU,AL West,L0-2,99,7.1,2,7,26,102,67,0.84,1.62,L,0
Corey Kluber,2015,Apr 11,Home,DET,AL Central,L6-9,4,6.1,2,10,25,107,70,0.73,1.37,L,0
Corey Kluber,2015,Apr 17,Away,MIN,AL Central,L2-3,5,8,2,8,30,96,67,1.59,1.89,L,0
Corey Kluber,2015,Apr 22,Away,CHW,AL Central,L0-6,4,6,6,6,30,102,68,0.59,-3.82,L,0
Corey Kluber,2015,Apr 27,Home,KCR,AL Central,L2-6,4,6.1,4,5,30,101,64,1.13,-1.29,L,0
Corey Kluber,2015,May 2,Home,TOR,AL East,L4-11,4,5,4,3,24,91,59,1.18,-2.02,L,0
Corey Kluber,2015,May 7,Away,KCR,AL Central,L4-7,4,5.2,5,7,28,104,69,0.83,-2.19,L,0
Corey Kluber,2015,May 13,Home,STL,NL Central,W2-0,5,8,0,18,26,113,74,0.8,4.17,W,1
Corey Kluber,2015,May 18,Away,CHW,AL Central,L1-2,4,9,1,12,31,108,80,1.49,3.2,L,0
Corey Kluber,2015,May 23,Home,CIN,NL Central,W2-1,4,8,1,7,31,102,77,1.16,3.17,W,1
Corey Kluber,2015,May 28,Away,SEA,AL West,W5-3,4,7,3,13,30,112,82,0.92,0.23,W,1
Corey Kluber,2015,Jun 3,Away,KCR,AL Central,L2-4,5,8,4,9,32,110,78,0.74,0.05,L,0
Corey Kluber,2015,Jun 9,Home,SEA,AL West,L2-3,5,7,2,4,30,112,76,1.01,1.65,L,0
Corey Kluber,2015,Jun 14,Away,DET,AL Central,L1-8,4,5,2,2,19,69,47,0.73,0.41,L,0
Corey Kluber,2015,Jun 20,Home,TBR,AL East,L1-4,5,7,4,6,27,112,70,0.53,-0.35,L,0
Corey Kluber,2015,Jun 26,Away,BAL,AL East,L3-4,5,7,3,10,29,111,75,1.13,0.48,L,0
Corey Kluber,2015,Jul 2,Away,TBR,AL East,W5-4,5,8,3,14,31,115,85,1.17,-0.27,W,1
Corey Kluber,2015,Jul 7,Home,HOU,AL West,W2-0,4,6.2,0,7,27,119,80,1.2,3.14,W,1
Corey Kluber,2015,Jul 12,Home,OAK,AL West,L0-2,4,8,2,6,28,112,72,0.73,2.17,L,0
Corey Kluber,2015,Jul 18,Away,CIN,NL Central,W9-4,5,7.2,3,5,30,109,73,0.63,2.14,W,1
Corey Kluber,2015,Jul 24,Home,CHW,AL Central,L0-6,5,7,6,7,31,109,74,0.86,-1.35,L,0
Corey Kluber,2015,Jul 29,Home,KCR,AL Central,W12-1,4,9,1,6,33,112,77,0.64,3.69,W,1
Corey Kluber,2015,Aug 3,Away,LAA,AL West,L4-5,4,5.2,5,4,28,94,67,1.24,-2.47,L,0
Corey Kluber,2015,Aug 9,Home,MIN,AL Central,W8-1,5,9,1,10,30,100,76,0.25,3.69,W,1
Corey Kluber,2015,Aug 14,Away,MIN,AL Central,W6-1,4,9,1,7,28,98,69,0.53,3.38,W,1
Corey Kluber,2015,Aug 19,Away,BOS,AL East,L4-6,4,6,6,9,25,92,61,0.47,-2.87,L,0
Corey Kluber,2015,Aug 24,Away,CHC,NL Central,L1-2,4,7.2,1,11,28,121,83,0.96,2.23,L,0
