"","ARIW","ATLW","BALW","BUFW","CARW","CHIW","CINW","CLEW","DALW","DENW","DETW","GBW","HOUW","INDW","JAXW","KCW","LACW","LARW","LVW","MIAW","MINW","NEW","NOW","NYGW","NYJW","PHIW","PITW","SEAW","SFW","TBBW","TENW","WASW","ARIL","ATLL","BALL","BUFL","CARL","CHIL","CINL","CLEL","DALL","DENL","DETL","GBL","HOUL","INDL","JAXL","KCL","LACL","LARL","LVL","MIAL","MINL","NEL","NOL","NYGL","NYJL","PHIL","PITL","SEAL","SFL","TBBL","TENL","WASL","ARIT","ATLT","BALT","BUFT","CART","CHIT","CINT","CLET","DALT","DENT","DETT","GBT","HOUT","INDT","JAXT","KCT","LACT","LART","LVT","MIAT","MINT","NET","NOT","NYGT","NYJT","PHIT","PITT","SEAT","SFT","TBBT","TENT","WAST","NFC1","NFC2","NFC3","NFC4","NFC5","NFC6","NFC7","AFC1","AFC2","AFC3","AFC4","AFC5","AFC6","AFC7","NFCWC1","NFCWC2","NFCWC3","AFCWC1","AFCWC2","AFCWC3","NFCD1","NFCD2","AFCD1","AFCD2","NFCC","AFCC","SB"
"1457",8,8,10,14,2,10,7,9,8,6,6,11,4,5,7,10,9,12,8,13,7,8,8,10,7,11,8,6,7,15,10,7,9,9,7,3,15,7,10,8,9,11,11,6,12,11,10,7,8,5,9,4,10,9,9,7,10,6,9,11,10,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","LAR","GB","PHI","CHI","NYG","ATL","BUF","KC","BAL","TEN","MIA","CLE","LAC","LAR","GB","PHI","LAC","BAL","MIA","TBB","GB","BUF","BAL","TBB","BUF","TBB"
"1458",10,5,7,13,6,5,5,13,6,13,6,11,7,7,4,12,10,7,5,11,10,7,7,9,4,13,10,6,11,13,10,8,7,12,10,4,11,12,12,4,11,4,11,6,9,9,13,5,7,10,12,6,7,10,10,8,13,4,7,11,6,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","SF","ARI","MIN","NYG","CLE","BUF","DEN","TEN","KC","MIA","PIT","PHI","GB","ARI","BUF","DEN","KC","TBB","PHI","CLE","BUF","TBB","BUF","BUF"
"1459",10,3,10,10,7,6,3,11,9,7,7,13,7,8,8,11,10,7,4,11,11,10,8,5,4,14,11,7,9,14,7,9,7,14,7,7,10,11,14,6,8,10,10,4,9,8,9,6,7,10,13,6,6,7,9,12,13,3,6,10,8,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","ARI","MIN","WAS","DAL","KC","PIT","MIA","IND","CLE","LAC","BAL","DAL","GB","MIN","PIT","LAC","IND","TBB","MIN","KC","IND","TBB","KC","KC"
"1460",7,6,10,15,2,9,10,8,8,11,4,7,7,8,9,11,9,12,6,9,12,10,8,8,5,12,6,10,7,12,9,4,10,11,7,2,15,8,7,9,9,6,13,10,9,8,8,6,8,5,11,8,5,7,9,9,12,5,11,7,10,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","PHI","TBB","MIN","SEA","CHI","NO","BUF","DEN","CIN","TEN","KC","NE","BAL","NO","TBB","MIN","DEN","NE","TEN","LAR","TBB","BUF","DEN","TBB","BUF","BUF"
"1461",8,5,10,13,7,9,9,11,10,9,7,10,1,7,7,13,9,9,5,8,10,6,6,7,8,14,7,9,12,11,6,8,9,12,7,4,10,8,8,6,7,8,10,7,15,9,10,4,8,8,12,9,7,11,11,10,9,3,10,8,5,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","SF","TBB","GB","MIN","DAL","LAR","BUF","KC","CLE","IND","BAL","LAC","DEN","LAR","TBB","GB","KC","LAC","BAL","PHI","TBB","BUF","KC","TBB","BUF","BUF"
"1462",9,4,10,12,7,6,7,7,10,7,8,11,6,9,11,15,6,13,9,12,10,7,10,8,5,12,6,6,6,10,6,6,8,13,7,5,10,11,10,10,7,10,9,6,10,7,6,2,11,4,8,5,7,10,7,9,12,5,11,11,11,7,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","PHI","GB","NO","TBB","MIN","DAL","KC","BUF","JAX","BAL","MIA","IND","LV","PHI","GB","TBB","BUF","IND","BAL","LAR","GB","KC","BUF","GB","KC","GB"
"1463",8,5,9,14,5,6,11,10,11,9,8,12,5,7,7,12,10,10,7,8,9,11,7,8,6,13,4,5,11,13,5,5,9,12,8,3,12,11,6,7,6,8,9,5,11,9,10,5,7,7,10,9,8,6,10,9,11,4,13,12,6,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","SF","DAL","LAR","MIN","BUF","KC","CIN","IND","NE","CLE","LAC","PHI","GB","SF","LAC","CIN","IND","TBB","PHI","BUF","IND","TBB","IND","TBB"
"1464",9,7,11,11,6,6,7,10,9,5,9,9,2,10,11,12,11,12,7,9,9,9,6,8,8,12,4,7,5,13,8,9,8,10,6,6,11,11,10,7,8,12,8,8,14,6,6,5,6,5,10,8,8,8,11,9,9,5,13,10,12,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","LAR","PHI","GB","DET","MIN","WAS","KC","JAX","BAL","BUF","LAC","IND","CLE","LAR","PHI","GB","JAX","IND","BUF","GB","LAR","KC","BUF","GB","KC","KC"
"1465",10,3,13,12,5,6,9,6,8,13,9,9,5,10,8,11,6,8,5,14,9,7,6,13,7,12,6,7,8,13,4,9,7,14,4,5,12,11,8,11,9,4,8,8,11,6,9,6,11,9,12,3,8,10,11,4,10,5,11,10,9,4,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NYG","TBB","ARI","MIN","PHI","DET","WAS","MIA","BAL","DEN","IND","BUF","KC","CIN","TBB","DET","PHI","CIN","KC","IND","DET","TBB","MIA","IND","TBB","MIA","MIA"
"1466",7,7,10,13,5,5,8,11,10,12,5,11,4,5,7,12,13,7,5,11,6,9,13,7,3,13,4,7,10,9,11,11,10,10,7,4,12,12,9,6,7,5,12,6,12,11,10,5,4,10,12,6,11,8,4,10,14,4,13,10,7,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","PHI","GB","SF","WAS","DAL","TBB","BUF","LAC","CLE","TEN","DEN","KC","MIA","TBB","GB","WAS","LAC","CLE","DEN","TBB","GB","BUF","LAC","GB","BUF","BUF"
"1467",9,5,12,11,5,6,6,9,15,14,9,10,5,8,7,10,10,9,9,10,4,10,7,9,5,11,8,9,3,12,4,10,8,12,5,6,12,11,11,8,2,3,8,7,11,8,10,7,7,8,8,7,13,7,10,8,12,6,9,8,14,5,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DAL","TBB","GB","LAR","PHI","WAS","ARI","DEN","BAL","BUF","IND","LAC","KC","MIA","TBB","GB","LAR","BAL","KC","LAC","LAR","TBB","KC","BAL","LAR","KC","KC"
"1468",9,7,8,13,6,9,5,7,9,6,6,10,4,10,5,13,9,12,5,13,9,8,6,10,7,13,8,7,10,9,10,8,8,10,9,4,11,8,12,10,8,11,11,7,12,6,12,4,8,5,12,4,8,9,11,7,10,4,9,10,7,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","LAR","GB","TBB","NYG","SF","ARI","KC","BUF","IND","PIT","MIA","TEN","LAC","ARI","GB","TBB","BUF","IND","MIA","PHI","TBB","KC","BUF","PHI","KC","KC"
"1469",4,7,5,13,6,3,3,8,11,9,8,12,3,10,7,11,12,10,6,13,6,10,9,10,9,12,10,7,9,14,5,9,13,10,12,4,11,14,14,9,6,8,9,5,13,6,10,6,5,7,11,4,11,7,8,7,8,5,7,10,8,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","GB","PHI","LAR","DAL","NYG","NO","BUF","LAC","IND","PIT","MIA","KC","NE","GB","PHI","LAR","NE","IND","MIA","TBB","GB","BUF","IND","TBB","BUF","BUF"
"1470",10,6,9,15,8,9,5,8,12,11,7,10,7,8,7,10,10,8,5,10,8,7,7,5,5,11,10,8,9,13,2,11,7,11,8,2,9,8,12,9,5,6,10,7,9,8,10,7,7,9,12,7,9,10,10,12,12,6,7,9,8,4,15,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","DAL","GB","ARI","PHI","WAS","CHI","BUF","DEN","PIT","IND","LAC","MIA","KC","DAL","GB","PHI","KC","MIA","IND","TBB","DAL","BUF","MIA","TBB","BUF","BUF"
"1471",9,7,7,12,6,7,7,8,6,11,8,8,8,8,4,10,11,7,7,10,6,10,7,11,8,12,7,6,10,14,11,8,8,10,10,5,11,10,10,9,11,6,9,9,8,8,13,7,6,10,10,7,11,7,10,6,9,5,10,11,7,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","SF","GB","NYG","ARI","DET","BUF","TEN","LAC","CLE","DEN","MIA","NE","DET","ARI","GB","NE","LAC","DEN","TBB","GB","BUF","LAC","TBB","BUF","TBB"
"1472",9,5,11,13,4,7,4,8,7,10,7,11,2,7,7,14,11,10,2,11,10,10,6,10,5,14,6,7,11,13,8,11,8,12,6,4,13,10,13,9,10,7,10,6,14,9,10,3,6,7,15,6,7,7,11,7,12,3,11,10,6,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","GB","SF","WAS","MIN","NYG","KC","BUF","BAL","TEN","LAC","MIA","DEN","TBB","MIN","WAS","BUF","MIA","TEN","PHI","WAS","KC","BUF","PHI","KC","KC"
"1473",9,8,10,15,5,9,6,8,7,13,7,9,7,8,6,13,6,9,7,12,11,7,6,9,4,13,7,7,11,12,4,6,8,9,7,2,12,8,11,9,10,4,10,8,9,8,11,4,11,8,10,5,6,10,11,8,13,4,10,10,6,5,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","MIN","SF","LAR","CHI","GB","BUF","DEN","BAL","IND","KC","MIA","CLE","TBB","MIN","SF","DEN","BAL","KC","PHI","TBB","KC","DEN","PHI","DEN","DEN"
"1474",6,7,12,11,6,6,4,8,9,9,10,9,3,7,5,11,12,7,7,14,10,10,9,12,5,15,5,8,11,10,11,2,11,10,5,6,11,11,13,9,8,8,7,8,13,9,12,6,5,10,10,3,7,7,8,5,12,2,12,9,6,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","SF","TBB","DET","NYG","MIN","DAL","MIA","BAL","LAC","TEN","KC","BUF","NE","SF","TBB","NYG","BAL","BUF","KC","PHI","TBB","BUF","KC","TBB","KC","TBB"
"1475",9,5,9,16,7,8,7,9,3,13,5,12,5,6,11,12,10,6,9,11,9,9,9,10,4,14,9,4,7,12,4,7,8,12,8,1,10,9,10,8,14,4,12,5,11,10,6,5,7,11,8,6,8,8,8,7,13,3,8,13,10,5,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","GB","TBB","ARI","NYG","NO","MIN","BUF","DEN","JAX","PIT","KC","MIA","LAC","GB","TBB","ARI","LAC","MIA","KC","PHI","GB","BUF","KC","PHI","BUF","BUF"
"1476",10,1,12,12,6,7,8,9,8,9,10,10,3,9,7,11,9,15,5,13,8,7,9,10,5,11,7,7,6,14,5,8,7,16,5,5,11,10,9,8,9,8,7,7,13,7,10,6,8,2,12,4,9,10,8,7,12,6,10,10,11,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","TBB","PHI","GB","NYG","DET","ARI","MIA","BAL","KC","IND","BUF","CLE","DEN","ARI","PHI","GB","BAL","KC","IND","ARI","GB","MIA","BAL","GB","BAL","GB"
"1477",8,2,12,11,6,6,8,8,9,11,8,10,8,4,7,12,8,11,4,13,8,10,8,7,6,14,8,6,8,14,8,8,9,15,5,6,11,11,9,9,8,6,9,7,8,12,10,5,9,6,13,4,9,7,9,10,11,3,9,11,9,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","LAR","GB","DAL","MIN","DET","MIA","KC","BAL","HOU","BUF","DEN","NE","PHI","LAR","GB","KC","BAL","BUF","TBB","PHI","BUF","KC","TBB","KC","KC"
"1478",7,2,9,15,8,10,5,9,12,7,8,9,4,6,9,8,8,12,8,14,8,8,9,9,7,10,8,4,10,13,9,6,10,15,8,2,9,7,12,8,5,10,9,8,12,10,8,9,9,5,9,3,9,9,8,8,10,7,9,13,7,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","LAR","DAL","CHI","PHI","SF","GB","BUF","CLE","TEN","KC","MIA","JAX","BAL","GB","SF","PHI","CLE","TEN","MIA","TBB","PHI","BUF","TEN","TBB","BUF","BUF"
"1479",8,5,10,14,5,6,6,12,10,6,4,12,5,11,8,10,10,10,6,10,9,9,8,9,6,11,5,7,11,12,9,7,9,12,7,3,12,11,11,5,7,11,13,5,11,5,9,7,7,7,11,7,8,8,9,8,11,6,12,10,6,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB","TBB","SF","PHI","DAL","LAR","MIN","BUF","CLE","IND","KC","LAC","MIA","BAL","TBB","LAR","PHI","CLE","IND","KC","LAR","TBB","BUF","CLE","LAR","BUF","LAR"
"1480",10,5,8,10,9,7,5,10,11,7,10,11,6,7,9,12,11,8,6,10,8,8,9,9,6,11,8,7,9,12,8,4,7,12,9,7,8,10,12,7,6,10,7,6,10,9,8,5,6,9,11,7,9,9,8,8,11,6,9,10,8,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","DAL","GB","ARI","PHI","DET","NYG","KC","MIA","CLE","JAX","LAC","BUF","PIT","DAL","GB","PHI","MIA","BUF","LAC","TBB","GB","BUF","MIA","GB","MIA","MIA"
"1481",10,5,11,14,5,7,8,9,8,5,8,11,5,8,8,10,8,7,5,9,11,8,8,9,4,12,9,9,10,12,8,10,7,12,6,3,12,10,9,8,9,12,9,6,11,8,9,7,9,10,12,8,6,9,9,8,13,5,8,8,7,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","GB","ARI","MIN","SF","WAS","BUF","BAL","KC","IND","CLE","PIT","MIA","WAS","GB","MIN","MIA","KC","IND","WAS","GB","BUF","KC","GB","KC","KC"
"1482",6,6,11,13,7,8,6,8,12,8,7,12,7,8,9,12,14,11,6,8,10,9,8,7,2,10,7,6,10,11,4,8,11,11,6,4,10,9,11,9,5,9,10,5,9,8,8,5,3,6,11,9,7,8,9,10,15,7,10,11,7,6,13,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GB","DAL","TBB","LAR","SF","PHI","MIN","LAC","BUF","BAL","JAX","KC","NE","IND","MIN","PHI","SF","BUF","BAL","JAX","GB","PHI","LAC","BUF","PHI","BUF","BUF"
"1483",9,6,10,11,5,3,6,10,6,9,8,10,6,6,6,14,12,9,6,11,15,9,12,9,5,13,10,4,7,10,5,9,8,11,7,6,12,14,11,7,11,8,9,7,10,10,11,3,5,8,11,6,2,8,5,8,12,4,7,13,10,7,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIN","PHI","NO","ARI","GB","TBB","NYG","KC","MIA","CLE","IND","LAC","BUF","PIT","PHI","TBB","ARI","MIA","CLE","IND","MIN","PHI","IND","MIA","PHI","MIA","PHI"
"1484",8,5,14,12,7,8,3,11,11,11,10,13,2,10,6,14,9,9,5,11,6,9,8,9,4,15,4,4,10,12,6,5,9,12,3,5,10,9,14,6,6,6,7,4,14,6,11,3,8,8,12,6,11,8,9,8,13,2,13,13,7,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","GB","TBB","SF","DAL","DET","NYG","KC","BAL","BUF","IND","DEN","CLE","MIA","GB","DET","DAL","MIA","BUF","DEN","PHI","GB","KC","BUF","GB","KC","KC"
"1485",9,5,11,14,5,5,3,11,10,8,6,11,4,9,10,12,9,9,10,10,12,8,8,8,6,9,7,8,6,11,7,10,8,12,6,3,12,12,14,6,7,9,11,6,12,7,7,5,8,8,7,7,5,9,9,9,11,8,10,9,11,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIN","TBB","WAS","LAR","GB","DAL","PHI","BUF","KC","BAL","JAX","CLE","MIA","LV","PHI","WAS","GB","KC","MIA","JAX","PHI","GB","BUF","KC","GB","BUF","BUF"
"1486",7,5,9,11,2,7,9,9,10,10,7,8,7,7,6,14,9,10,5,15,10,9,7,12,7,11,7,6,12,11,5,7,10,12,8,6,15,10,8,8,7,7,10,9,9,9,11,3,8,7,12,2,7,8,10,5,10,6,10,11,5,6,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF","NYG","TBB","MIN","PHI","DAL","LAR","MIA","KC","CIN","IND","BUF","DEN","NE","NYG","DAL","MIN","NE","DEN","BUF","SF","NYG","MIA","BUF","SF","MIA","MIA"
"1487",9,9,9,12,5,6,6,10,4,5,9,10,5,8,8,14,9,8,7,11,9,6,6,9,8,13,8,6,9,13,7,13,8,8,8,5,12,11,11,7,13,12,8,7,11,8,9,3,8,9,10,6,8,11,11,8,9,4,9,11,8,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WAS","TBB","GB","SF","PHI","NYG","ATL","KC","BUF","CLE","IND","MIA","LAC","BAL","TBB","NYG","PHI","BAL","CLE","MIA","WAS","PHI","BAL","CLE","PHI","CLE","PHI"
"1488",9,3,9,12,5,6,11,8,9,10,8,11,2,7,7,12,7,8,7,13,9,4,8,10,7,14,9,7,13,13,6,7,8,14,8,5,12,11,6,9,8,7,9,6,14,9,10,5,10,9,10,4,8,13,9,7,10,3,8,10,4,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","SF","TBB","GB","NYG","MIN","ARI","MIA","KC","CIN","IND","BUF","DEN","PIT","SF","TBB","GB","KC","CIN","IND","PHI","SF","MIA","KC","SF","MIA","SF"
"1489",9,5,12,12,6,7,5,10,7,10,9,9,5,7,6,12,10,11,5,12,10,9,9,10,2,10,9,4,8,11,9,11,8,12,5,5,11,10,12,7,10,7,8,8,11,9,11,5,7,6,12,5,7,8,8,7,15,7,8,13,9,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","WAS","TBB","MIN","NYG","PHI","GB","KC","MIA","BAL","TEN","BUF","CLE","LAC","GB","PHI","MIN","LAC","CLE","BUF","LAR","PHI","KC","BUF","PHI","BUF","PHI"
"1490",9,2,10,16,6,11,5,9,12,4,6,9,4,7,5,12,9,9,8,15,7,7,8,8,8,11,5,11,10,12,6,10,8,15,7,1,11,6,12,8,5,13,11,8,12,9,12,5,8,8,9,2,10,10,9,9,9,6,12,6,7,5,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","DAL","SEA","CHI","PHI","SF","WAS","BUF","KC","BAL","IND","MIA","CLE","LAC","DAL","SF","CHI","LAC","BAL","MIA","TBB","DAL","BUF","MIA","TBB","BUF","TBB"
"1491",10,7,11,14,3,6,7,10,12,8,8,9,6,5,9,9,10,3,9,8,9,9,11,13,5,12,8,8,8,12,6,6,7,10,6,3,14,11,10,7,5,9,9,8,10,11,8,8,7,14,8,9,8,8,6,4,12,5,9,9,9,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NYG","TBB","ARI","MIN","DAL","PHI","NO","BUF","BAL","LAC","JAX","CLE","LV","NE","NO","PHI","MIN","BAL","LAC","CLE","NYG","MIN","BUF","BAL","NYG","BAL","BAL"
"1492",11,1,11,15,4,7,6,10,10,8,9,9,5,5,7,11,12,10,6,8,9,10,10,10,4,13,8,4,10,14,7,7,6,16,6,2,13,10,11,7,7,9,8,8,11,11,10,6,5,7,11,9,8,7,7,7,13,4,9,13,7,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","ARI","MIN","DAL","LAR","NYG","BUF","LAC","BAL","TEN","KC","CLE","NE","PHI","LAR","DAL","LAC","BAL","KC","TBB","PHI","BUF","BAL","TBB","BUF","BUF"
"1493",8,4,9,14,6,9,10,8,6,9,7,12,5,7,7,10,11,10,6,11,10,10,7,9,2,13,6,9,11,12,7,6,9,13,8,3,11,8,7,9,11,8,10,5,11,9,10,7,6,7,11,6,7,7,10,8,15,4,11,8,6,5,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","GB","TBB","SF","LAR","MIN","NYG","BUF","LAC","CIN","IND","MIA","NE","KC","GB","TBB","SF","LAC","NE","MIA","PHI","TBB","BUF","LAC","PHI","BUF","BUF"
"1494",7,3,7,12,7,8,7,11,13,7,6,10,4,6,7,13,12,14,3,10,10,14,10,11,6,11,6,6,7,10,5,8,10,14,10,5,10,9,10,6,4,10,11,7,12,10,10,4,5,3,14,7,7,3,7,6,11,6,11,11,10,7,12,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","DAL","TBB","MIN","NYG","PHI","NO","NE","KC","CLE","JAX","BUF","LAC","MIA","DAL","PHI","MIN","KC","LAC","BUF","LAR","DAL","LAC","BUF","DAL","BUF","BUF"
"1495",8,2,7,11,7,7,8,9,10,7,7,11,3,9,10,16,8,9,8,9,12,10,7,8,7,12,9,6,8,13,4,9,9,15,10,6,10,10,9,8,7,10,10,6,13,7,7,1,9,8,9,8,5,7,10,9,10,5,8,11,9,4,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TBB","PHI","MIN","LAR","GB","DAL","WAS","KC","BUF","JAX","CLE","NE","IND","PIT","PHI","DAL","GB","BUF","IND","CLE","TBB","PHI","KC","BUF","PHI","BUF","BUF"
"1496",8,4,12,13,4,6,10,9,9,10,7,9,5,6,3,10,11,9,10,11,9,5,8,12,5,15,7,8,7,10,10,9,9,13,5,4,13,11,7,8,8,7,10,8,11,10,14,7,6,8,7,6,8,12,9,5,12,2,10,9,10,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","GB","LAR","NYG","MIN","DAL","BUF","BAL","LAC","TEN","MIA","LV","KC","DAL","GB","LAR","BAL","LAC","TEN","PHI","LAR","BUF","BAL","LAR","BUF","LAR"
"1497",6,7,12,11,2,8,7,10,12,9,8,9,5,5,4,7,10,13,11,12,9,9,6,11,5,12,6,10,9,12,8,6,11,10,5,6,15,9,10,7,5,8,9,8,11,11,13,10,7,4,6,5,8,8,11,6,12,5,11,7,8,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LAR","TBB","DAL","MIN","PHI","NYG","SEA","MIA","BAL","LV","TEN","BUF","LAC","CLE","TBB","DAL","MIN","CLE","LAC","TEN","MIN","TBB","CLE","TEN","MIN","CLE","MIN"
"1498",5,6,12,14,4,6,6,8,8,11,9,11,3,10,9,12,8,8,4,13,10,6,10,8,4,14,7,8,12,11,7,7,12,11,5,3,13,11,11,9,9,6,8,6,13,6,8,5,9,9,13,4,7,11,7,9,13,3,10,9,5,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","SF","TBB","GB","MIN","NO","DET","BUF","KC","BAL","IND","MIA","DEN","JAX","SF","TBB","GB","KC","DEN","MIA","GB","TBB","BUF","KC","GB","BUF","BUF"
"1499",5,2,6,12,6,9,5,11,9,8,7,13,6,7,7,12,8,9,9,11,10,8,9,6,7,13,7,6,10,13,10,10,12,15,11,5,11,8,12,6,8,9,10,4,10,9,10,5,9,8,8,6,7,9,8,11,10,4,10,11,7,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","GB","TBB","SF","MIN","WAS","NO","KC","BUF","CLE","TEN","MIA","LV","LAC","NO","TBB","SF","LAC","CLE","TEN","PHI","TBB","KC","CLE","TBB","KC","KC"
"1500",9,4,12,9,5,7,8,10,11,9,6,8,3,7,8,14,11,10,6,12,8,6,8,9,6,13,11,2,10,11,9,9,8,13,5,8,12,10,9,7,6,8,11,9,13,9,9,3,6,7,11,5,9,11,9,8,11,4,6,15,7,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","TBB","SF","MIN","DAL","LAR","WAS","KC","MIA","BAL","TEN","LAC","PIT","CLE","TBB","LAR","MIN","CLE","BAL","LAC","PHI","TBB","KC","BAL","PHI","KC","KC"
